id	category	question	value	distractor1	distractor2	distractor3	audit_status	issues
DV20-805	Chair Flying - Radio Timing & Calls	While chair-flying Electrical fire including smoke in flight, what checklist item do you call out?	Master switch (battery) OFF	Full throttle	Open canopy immediately	Extend flaps LDG		
DV20-806	Chair Flying - Radio Timing & Calls	While chair-flying Generator warning light with discharge — action, what checklist item do you call out?	Switch off all nonessential equipment and land at nearest suitable airport	Increase throttle to maximum	Turn master switch ON and OFF repeatedly	Continue flight indefinitely		
DV20-807	Chair Flying - Radio Timing & Calls	While chair-flying Engine fire in flight — checklist airspeed, what speed do you call out?	70 kts	81 kts	104 kts	15 kts		
DV20-808	Chair Flying - Radio Timing & Calls	While chair-flying introduction, what checklist item do you call out?	Maintain airplane control — fly the airplane	Extend flaps immediately	Complete radio calls first	Shut down all electrical systems		
DV20-809	Chair Flying - Radio Timing & Calls	While chair-flying Fuel dipstick — lowest notch indication, On the fuel dipstick, what does the lowest notch indicate?	10 liters of usable fuel	Full tank only	77 liters total	Unusable fuel quantity		
DV20-810	Chair Flying - Radio Timing & Calls	While chair-flying Approved fuel grades, What is the preferred approved fuel at EHHV?	MOGAS per BAZ-Regulation	Aviation lubricant mixed with fuel	Jet A-1	Automotive diesel		
DV20-811	Chair Flying - Radio Timing & Calls	While chair-flying Approved lubricant CAUTION — prohibited substitute, According to the document's CAUTION, what must N…	Aviation lubricant for engine oil	MOGAS at EHHV	SF or SG marked automotive oil	100LL AVGAS		
DV20-812	Chair Flying - Radio Timing & Calls	While chair-flying Departure briefing — Hilversum circuit join point, what do you call out aloud?	700 ft at crosswind leg under 45°	700 ft AAL	1000 ft AAL	500 ft and 20° before extended centerline		
DV20-813	Chair Flying - Radio Timing & Calls	While chair-flying Departure and approach briefing & TEM, What should threat and error management briefings identify?	Threats and how to mitigate them	Passenger meal preferences	Historical accident statistics only	Direct final		
DV20-814	Chair Flying - Radio Timing & Calls	What radio call is required at EHHV glide-in — downwind requirement?	Mandatory call, no traffic ahead, instructor only	Solo student approval	No radio call required	Full flap landing		
DV20-815	Chair Flying - Radio Timing & Calls	At Solo student call sign prefix: What call sign prefix should solo student pilots use?	STUDENT	GLIDER	TRAINING	DV20		
DV20-816	Chair Flying - Radio Timing & Calls	While chair-flying Instruments/brakes check during taxiing, When taxiing, the instruments/brakes check is called out af…	The parking area	Crosswind leg	The runway	Flaps T/O		
DV20-817	Chair Flying - Radio Timing & Calls	While chair-flying After take-off, what do you call out aloud?	Select flaps UP and set propeller speed to 2400 RPM	Set flaps T/O and reduce to idle power	Retract flaps and turn electric fuel pump OFF	Extend flaps LDG and set MAX RPM		
DV20-818	Chair Flying - Radio Timing & Calls	While chair-flying Electric fuel pump OFF timing, what do you call out aloud?	Above 1000 ft AAL	3000 ft AGL	700 ft AAL	1000 ft AAL		
DV20-819	Chair Flying - Radio Timing & Calls	While chair-flying Engine run-up — throttle RPM (brakes held), what do you call out aloud?	1700 RPM	1500 RPM	1100 RPM	2400 RPM		
DV20-820	Chair Flying - Radio Timing & Calls	While chair-flying Starting engine (CAUTION), what checklist item do you call out?	10 seconds	5 seconds	15 seconds	30 seconds		
DV20-821	Chair Flying - Radio Timing & Calls	While chair-flying Downwind, what do you call out aloud?	ON	OFF	T/O	UP		
DV20-822	Chair Flying - Radio Timing & Calls	While chair-flying Balked landing, what speed do you call out?	58 kts (Vx)	104 kts	15 kts	64 kts		
DV20-823	Chair Flying - Radio Timing & Calls	While chair-flying Engine failure during flight, what speed do you call out?	70 kts	64 kts	59 kts	90 kts		
DV20-824	Chair Flying - Radio Timing & Calls	While chair-flying Emergency landing with engine off — approach speed, what speed do you call out?	59 kts	70 kts	43 kts	55 kts		
DV20-825	Chair Flying - Radio Timing & Calls	While chair-flying Flap system failure (UP only) — approach speed adjustment, what speed do you call out?	Raised by 10 kts	104 kts	15 kts	64 kts		
DV20-826	Chair Flying - Radio Timing & Calls	While chair-flying Taxi warm-up — oil temperature RPM, what do you call out aloud?	1100–1500 RPM	1700 RPM	2400 RPM ±100 RPM	1100 RPM		
DV20-827	Chair Flying - Radio Timing & Calls	While chair-flying Vy (best rate of climb), what speed do you call out?	70 kts	58 kts	65 kts	90 kts		
DV20-828	Chair Flying - Radio Timing & Calls	At Vy (best rate of climb) with flaps in the T/O position, what speed do you say aloud?	65 kts	75 kts	58 kts	70 kts		
DV20-829	Chair Flying - Radio Timing & Calls	While chair-flying General aircraft numbers - Weights, What is the maximum takeoff weight for PH-MFT and PH-SKM?	730 kg	495 kg	750 kg	511 kg		
DV20-830	Chair Flying - Radio Timing & Calls	While chair-flying Average fuel usage, What is the usable fuel tank capacity?	77 liters	100 liters	58 liters	79 liters		
DV20-831	Chair Flying - Radio Timing & Calls	While chair-flying Estimated gliding distance, What is the approximate glide ratio (L/Dmax) of the Katana?	14:1	10:1	7:1	20:1		
DV20-832	Chair Flying - Radio Timing & Calls	While chair-flying Straight and level flight, what speed do you call out?	"25"" MP, 2400 RPM, 90 kts"	"20"" MP"	"±21"" MP, speed 70 kts"	"12–15"" MP"		
DV20-833	Chair Flying - Radio Timing & Calls	While chair-flying Power/speed table — cruise (flaps UP), what speed do you call out?	"±25"" MP, 2400 RPM, 90 kts"	"20"" MP"	"±21"" MP, speed 70 kts"	"12–15"" MP"		
DV20-834	Chair Flying - Radio Timing & Calls	While chair-flying Power/speed table — descent (flaps UP), what speed do you call out?	"±18"" MP, 2400 RPM, 90 kts"	"25"" MP, 2400 RPM, 90 kts"	"15"" MP"	"20"" MP"		
DV20-835	Chair Flying - Radio Timing & Calls	While chair-flying Downwind flaps T/O — throttle setting, what speed do you call out?	"±24"" MP to maintain 70 kts"	Full throttle until base	"±15"" MP to maintain 70 kts"	"±21"" MP to maintain 75 kts"		
DV20-836	Chair Flying - Radio Timing & Calls	While chair-flying Powersetting / configuration versus speed table, What is the initial throttle (MP) setting when turn…	"15"" MP"	"±21"" MP, speed 70 kts"	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"		
DV20-837	Chair Flying - Radio Timing & Calls	While chair-flying Powersetting table / Circuit and normal landing (p.18, 39), what speed do you call out?	60 kts	58 kts	70 kts	55 kts		
DV20-838	Chair Flying - Radio Timing & Calls	While chair-flying Power/speed table — climb speed (flaps T/O), what speed do you call out?	65 kts at full throttle, PSCL full forward	81 kts	104 kts	15 kts		
DV20-839	Chair Flying - Radio Timing & Calls	While chair-flying Descent — extra rate per inch MP reduction, what do you call out aloud?	100 ft/min extra descend rate	No change to descend rate	50 ft/min less descend rate	200 ft/min extra descend rate		
DV20-840	Chair Flying - Radio Timing & Calls	While chair-flying Circuit continuation — power and speed at 700 ft AAL, what speed do you call out?	"±21"" MP, speed 70 kts"	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"	"±18"" MP, 2400 RPM, 90 kts"		
DV20-841	Chair Flying - Radio Timing & Calls	While chair-flying Transition to climb — full throttle speed, what speed do you call out?	70 kts	90 kts	58 kts	65 kts		
DV20-842	Chair Flying - Radio Timing & Calls	While chair-flying Level-off from climb — power reduction speed, what speed do you call out?	90 kts	70 kts	65 kts	75 kts		
DV20-843	Chair Flying - Radio Timing & Calls	While chair-flying Transition to descent — carburetor heat, what do you say aloud to confirm this step?	ON before reducing power	MAX RPM, throttle FULL, carburetor heat OFF	"T/O after ""Speed checked"" within white arc"	Right side of runway due to gliders/paras		
DV20-844	Chair Flying - Radio Timing & Calls	While chair-flying Level-off from descent — carburetor heat OFF point, what do you call out aloud?	100 ft before desired altitude	300 ft	200 ft AAL	300 ft AGL		
DV20-845	Chair Flying - Radio Timing & Calls	While chair-flying Level turn, what do you say aloud to confirm this step?	30°	45°	15°	20°		
DV20-846	Chair Flying - Radio Timing & Calls	While chair-flying Level turn, what speed do you call out?	95 kts	90 kts	104 kts	70 kts		
DV20-847	Chair Flying - Radio Timing & Calls	While chair-flying Climbing turn, what do you say aloud to confirm this step?	15°	20°	30°	45°		
DV20-848	Chair Flying - Radio Timing & Calls	While chair-flying Steep turn, what do you say aloud to confirm this step?	"Increase power setting by 2"""	Extend flaps T/O	"Decrease power setting by 2"""	Retard throttle to idle		
DV20-849	Chair Flying - Radio Timing & Calls	While chair-flying Steep turn, what do you call out aloud?	2000 ft AGL	700 ft AGL	1500 ft AGL	3000 ft AGL		
DV20-850	Chair Flying - Radio Timing & Calls	While chair-flying Scanflow — traffic reporting method, what do you say aloud to confirm this step?	Clock position combined with above/below/on the horizon	Altitude in feet only	Distance in nautical miles only	Compass heading only		
DV20-851	Chair Flying - Radio Timing & Calls	While chair-flying Clearing turns — target speed, what speed do you call out?	90 kts	VS+10 kts	65 kts	70 kts		
DV20-852	Chair Flying - Radio Timing & Calls	While chair-flying Transition to glide, what speed do you call out?	70 kts	90 kts	59 kts	64 kts		
DV20-853	Chair Flying - Radio Timing & Calls	While chair-flying Slow flight target speed, what speed do you call out?	VS + 10 kts	60 kts minimum	70 kts exactly	VS + 5 kts		
DV20-854	Chair Flying - Radio Timing & Calls	While chair-flying Slow flight entry — initial power reduction, what do you say aloud to confirm this step?	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"	"±18"" MP, 2400 RPM, 90 kts"	"15"" MP"		
DV20-855	Chair Flying - Radio Timing & Calls	While chair-flying Approach-to-stall — recovery trigger (besides warning/buffet), what speed do you call out?	5 kts above stall speed, whichever comes first	104 kts	15 kts	64 kts		
DV20-856	Chair Flying - Radio Timing & Calls	While chair-flying Power-on stall recovery — minimum speed before climb attitude, what speed do you call out?	60 kts	43 kts	55 kts	70 kts		
DV20-857	Chair Flying - Radio Timing & Calls	While chair-flying Altitude, what do you call out aloud?	3000 ft AGL	2000 ft AGL	1500 ft AGL	700 ft AGL		
DV20-858	Chair Flying - Radio Timing & Calls	While chair-flying Stall recovery — priority action, what do you say aloud to confirm this step?	Decrease angle of attack, not altitude loss	Maintain altitude at all costs	Retard throttle to idle first	Extend flaps immediately		
DV20-859	Chair Flying - Radio Timing & Calls	While chair-flying Before lowering flaps — required action, what do you say aloud to confirm this step?	"Check speed is in the white arc and call out ""Speed checked"""	Set power to idle	Retract flaps fully first	Set carburetor heat OFF		
DV20-860	Chair Flying - Radio Timing & Calls	While chair-flying Accelerating from slow flight — flap retraction speed, what speed do you call out?	81 kts	90 kts	104 kts	70 kts		
DV20-861	Chair Flying - Radio Timing & Calls	While chair-flying Standard circuit altitude (uncontrolled), what do you call out aloud?	700 ft AAL	1500 ft AAL	500 ft AAL	1000 ft AAL		
